low,high,dur_label,filter,train_n,train_wr,train_roi,hold_n,hold_wr,hold_roi,entry_price,robust,fade_robust
0.05,0.5,≤1h,baseline,265,0.45660377358490567,-0.08679245283018866,136,0.35294117647058826,-0.2941176470588235,0.5,false,true
0.05,0.5,≤1h,EXP_HIGH+MID ≥50%,54,0.6296296296296297,0.2592592592592593,45,0.4,-0.19999999999999996,0.5,false,false
0.05,0.5,≤1h,EXP_HIGH+MID ≥80%,36,0.6666666666666666,0.33333333333333326,27,0.4444444444444444,-0.11111111111111116,0.5,false,false
0.05,0.5,≤1h,nw≥4 + EXP_HIGH+MID ≥50%,24,0.5833333333333334,0.16666666666666674,28,0.32142857142857145,-0.3571428571428571,0.5,false,false
0.05,0.5,≤1h,FRESH+NEW+SEMI ≥50% (fade),114,0.42105263157894735,-0.1578947368421053,49,0.2653061224489796,-0.4693877551020408,0.5,false,true
0.05,0.5,≤6h,baseline,382,0.42670157068062825,-0.1465968586387435,204,0.3627450980392157,-0.27450980392156865,0.5,false,true
0.05,0.5,≤6h,EXP_HIGH+MID ≥50%,74,0.581081081081081,0.16216216216216206,72,0.4305555555555556,-0.13888888888888884,0.5,false,false
0.05,0.5,≤6h,EXP_HIGH+MID ≥80%,46,0.6086956521739131,0.21739130434782616,37,0.4864864864864865,-0.027027027027026973,0.5,false,false
0.05,0.5,≤6h,nw≥4 + EXP_HIGH+MID ≥50%,35,0.5714285714285714,0.1428571428571428,50,0.36,-0.28,0.5,false,false
0.05,0.5,≤6h,FRESH+NEW+SEMI ≥50% (fade),155,0.4,-0.19999999999999996,63,0.30158730158730157,-0.39682539682539686,0.5,false,true
0.05,0.5,≤24h,baseline,447,0.4161073825503356,-0.16778523489932884,257,0.3657587548638132,-0.2684824902723736,0.5,false,true
0.05,0.5,≤24h,EXP_HIGH+MID ≥50%,93,0.5698924731182796,0.13978494623655924,97,0.41237113402061853,-0.17525773195876293,0.5,false,false
0.05,0.5,≤24h,EXP_HIGH+MID ≥80%,52,0.6153846153846154,0.23076923076923084,41,0.43902439024390244,-0.12195121951219512,0.5,false,false
0.05,0.5,≤24h,nw≥4 + EXP_HIGH+MID ≥50%,53,0.5471698113207547,0.09433962264150941,74,0.36486486486486486,-0.2702702702702703,0.5,false,false
0.05,0.5,≤24h,FRESH+NEW+SEMI ≥50% (fade),175,0.4057142857142857,-0.1885714285714286,70,0.32857142857142857,-0.34285714285714286,0.5,false,true
0.05,0.5,all,baseline,605,0.4033057851239669,-0.19338842975206616,315,0.3746031746031746,-0.2507936507936508,0.5,false,true
